ProbeID	SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B
NM_031902_1393	NM_031902_1393	MRPS5	0.75773804050928	-0.18394162386989	12.9872695673168	2.91280702531063e-09	2.27049573254983e-07	11.6731897835966
NM_003405_1646	NM_003405_1646	YWHAH	1.54787986561587	0.275966863199565	12.9552494416866	3.0088188080841e-09	2.33678453708893e-07	11.6401916478296
NM_016042_753	NM_016042_753	EXOSC3	1.23190875853573	-0.103409692859479	12.9525500433803	3.01706556186646e-09	2.33678453708893e-07	11.6374063464789
NM_013235_4280	NM_013235_4280	RNASEN	0.944795446779366	-1.05595615520007	12.9127941261205	3.14134978322586e-09	2.41857755312005e-07	11.596322904767
NM_015908_2879	NM_015908_2879	ARS2	0.808055618415366	-0.35663522093504	12.9124153978827	3.14255964961322e-09	2.41857755312005e-07	11.5959309675033
NM_000284_1398	NM_000284_1398	PDHA1	0.877681669335074	-0.570986985375093	12.8858870606326	3.22855307426698e-09	2.4769214752736e-07	11.5684509083538
NM_004346_1990	NM_004346_1990	CASP3	0.793811350924132	0.231199462462979	12.8730341659158	3.27111469338432e-09	2.50168268374549e-07	11.5551180990527
NM_016070_739	NM_016070_739	MRPS23	1.27538435729967	-0.143118358733769	12.8640098533327	3.30135502704196e-09	2.51429928679965e-07	11.545749478039
NM_014176_493	NM_014176_493	UBE2T	1.96110127644575	-1.28514479051226	12.8619531635895	3.3082885352627e-09	2.51429928679965e-07	11.5436134693969
AK074108_3864	AK074108_3864	FAM102A	-1.08572422242844	-0.0915536609063778	-12.853953421645	3.33540507703775e-09	2.52701094933202e-07	11.5353022074749
NM_016052_1101	NM_016052_1101	RRP15.1	1.28775781519747	0.178547604596895	12.8444113209045	3.36805962198081e-09	2.54140437289138e-07	11.5253822797105
NM_001957_3926	NM_001957_3926	EDNRA	0.901308052319477	0.0086967604443272	12.836788647103	3.39439018982922e-09	2.54140437289138e-07	11.5174528934462
NM_030768_927	NM_030768_927	ILKAP.1	0.679482483860587	0.276085268012723	12.8366825486543	3.39475822281065e-09	2.54140437289138e-07	11.5173424952835
BC022054_264	BC022054_264	C10orf83	-0.712283607174211	0.584295044134466	-12.8362663350565	3.39620238976028e-09	2.54140437289138e-07	11.516909406211
NM_000373_1593	NM_000373_1593	UMPS	1.25933048452061	0.21119217945905	12.8332444626157	3.40670724262405e-09	2.54144540308641e-07	11.513764622822
NM_005726_715	NM_005726_715	TSFM	0.898382605769029	-0.287991896571509	12.8090826852678	3.49195504776101e-09	2.59707482451216e-07	11.4885955126377
NM_024345_1062	NM_024345_1062	WDR32.1	-1.22544377613136	0.636418565066428	-12.8004527982181	3.52295127651923e-09	2.60656273731872e-07	11.4795952298956
NM_032556_840	NM_032556_840	IL1F10	-1.33735422552705	0.83915564035235	-12.7995674384389	3.52614778198133e-09	2.60656273731872e-07	11.4786715542581
NM_001183_2015	NM_001183_2015	ATP6AP1	-1.08467798564341	0.203102315893821	-12.7958799048461	3.53949452314222e-09	2.60850020614603e-07	11.4748238016048
NM_024091_1734	NM_024091_1734	FASTKD3	0.964518735993765	-0.602105362760716	12.7729511686598	3.62369985510727e-09	2.66060093558188e-07	11.4508759033061
NM_018589_1555	NM_018589_1555	FOXN3.2	-1.03512576577875	-0.324220396544491	-12.7707029867254	3.63207035613974e-09	2.66060093558188e-07	11.4485256621735
NM_032812_1847	NM_032812_1847	PLXDC2	-1.70131928184701	1.1104042364165	-12.7470926268108	3.72123128179263e-09	2.71772807126717e-07	11.42382046736
NM_145652_874	NM_145652_874	WFDC5	-2.98312589847534	2.17311643422962	-12.7344933054097	3.76976187349043e-09	2.73065350590654e-07	11.4106196834588
NM_014739_5449	NM_014739_5449	BCLAF1	1.21555834191259	-0.66563741499936	12.733140870318	3.77501115392452e-09	2.73065350590654e-07	11.409201973032
BC001774_688	BC001774_688	PAFAH1B2	0.906761086245622	0.19487308390694	12.729624108224	3.78869742406868e-09	2.73065350590654e-07	11.4055148265993
NM_002940_2859	NM_002940_2859	ABCE1.1	1.07770543280279	0.137055395082714	12.7281991244352	3.79425810258002e-09	2.73065350590654e-07	11.404020537066
NM_000274_1608	NM_000274_1608	OAT	1.6903593306805	0.937247739636141	12.7279913993603	3.79506942843919e-09	2.73065350590654e-07	11.4038026962072
NM_017906_415	NM_017906_415	PAK1IP1	1.3189111085029	-0.399875865649801	12.723852596293	3.81127319971434e-09	2.7342231332464e-07	11.3994616610899
NM_000671_2342	NM_000671_2342	ADH5	1.170662776903	-0.644505207966411	12.7095565697578	3.86781250753761e-09	2.76662353480337e-07	11.3844571142696
NM_177458_271	NM_177458_271	LYNX1.1	-1.8710932920875	0.888965650405799	-12.7020286943724	3.89794284872211e-09	2.77999912260767e-07	11.3765499242852
AB020684_4073	AB020684_4073	DPY19L1	1.04564510341838	-0.997865587155595	12.6851474144759	3.96642266658519e-09	2.82056722957169e-07	11.3588023863794
NM_016503_143	NM_016503_143	MRPL30	0.97769443958924	-0.0172228175038463	12.6636233047085	4.05559985279777e-09	2.87557400641521e-07	11.3361423350108
NM_152260_846	NM_152260_846	RPUSD2	0.726548649565887	0.239758912131101	12.6589652936406	4.07517815635891e-09	2.88105618496072e-07	11.3312338503126
NM_003616_960	NM_003616_960	SIP1	0.982740545466089	-0.6034772601219	12.6441762127328	4.13800868411186e-09	2.91699626659712e-07	11.3156385487691
NM_005429_1813	NM_005429_1813	VEGFC	1.36716579004236	0.41423508974049	12.6111774876115	4.2819505969205e-09	3.00974099760424e-07	11.2807806311191
NM_002915_645	NM_002915_645	RFC3	1.49356135139237	-0.680731393707321	12.6055526012569	4.30701392779022e-09	3.01863339261839e-07	11.2748305096065
NM_002662_3304	NM_002662_3304	PLD1.1	-0.844238444761757	0.24527877631434	-12.5847904632804	4.40088662942784e-09	3.07556215022083e-07	11.25284685788
NM_006764_1435	NM_006764_1435	IFRD2	1.0824626704596	0.816470318169783	12.5551412990183	4.53873585585495e-09	3.16280962791955e-07	11.2213958241464
NM_032704_291	NM_032704_291	TUBA1C	1.76249110141092	-0.153832837717995	12.5411092773881	4.60557167686689e-09	3.20021437661151e-07	11.206487397379
NR_001298_86	NR_001298_86	HLA-DRB6	0.744404354973487	-0.0780448876560367	12.5285754302778	4.66615789694908e-09	3.23307578500859e-07	11.1931578497273
NM_007342_1344	NM_007342_1344	NUPL2	0.864577028986872	-0.583200848482717	12.514338906016	4.73600540019022e-09	3.26378127047361e-07	11.1780027810882
NM_001439_2309	NM_001439_2309	EXTL2	0.80548981724042	-1.26478329923932	12.5140743014573	4.73731409735685e-09	3.26378127047361e-07	11.1777209555104
NM_004936_2332	NM_004936_2332	CDKN2B	-1.60656812054097	1.16221988571772	-12.5029547984925	4.79265914801639e-09	3.29258391185758e-07	11.1658728628648
NM_032016_1093	NM_032016_1093	STARD3NL	1.33173447963731	-0.742544054114222	12.4806506583293	4.90575946354036e-09	3.35939164015594e-07	11.1420783280527
NM_152132_411	NM_152132_411	PSMA3.1	1.01783897618825	-0.261811197314207	12.4783608415273	4.91753052588616e-09	3.35939164015594e-07	11.1396333127047
NM_007043_507	NM_007043_507	KRR1	1.17455230454979	0.279866614248593	12.4753941659644	4.93282579172969e-09	3.3604012116209e-07	11.1364649556789
NM_144636_542	NM_144636_542	CHCHD4	0.993819112228524	0.242175217356177	12.4691688936615	4.96508627366626e-09	3.36884372458728e-07	11.1298142467386
NM_018256_1299	NM_018256_1299	WDR12	0.69828796482563	-0.308962777371017	12.4676631304794	4.97292309673863e-09	3.36884372458728e-07	11.1282051258442
AF005082_240	AF005082_240	C1orf46	-1.52242803932984	0.874036156732578	-12.4621781762404	5.00158136608421e-09	3.37884607842134e-07	11.1223421821457
NM_025194_1772	NM_025194_1772	ITPKC.1	-1.23150196629068	1.18789892165552	-12.4564123352712	5.03189689057703e-09	3.38430965364381e-07	11.1161764651828
NM_021824_1384	NM_021824_1384	NIF3L1.1	0.91109491370788	-0.200272362033485	12.4553506319137	5.03750038905863e-09	3.38430965364381e-07	11.1150408471588
NM_002816_276	NM_002816_276	PSMD12	0.919540560570067	0.495415703187895	12.4514292000916	5.05825472287582e-09	3.38889131846667e-07	11.1108456467522
NM_002027_1560	NM_002027_1560	FNTA	-0.713171544392163	0.690984935849893	-12.4462642744863	5.08572930980942e-09	3.39793782457596e-07	11.1053183077143
NM_133646_6542	NM_133646_6542	ZAK.1	0.82891696463913	0.11582343221316	12.4290146627401	5.17864508966987e-09	3.4505383172814e-07	11.0868432115253
NM_000713_565	NM_000713_565	BLVRB	-1.19932829203564	0.214536707177752	-12.4108713323064	5.27832799134544e-09	3.50495913373192e-07	11.0673857686265
NM_004814_1113	NM_004814_1113	WDR57	0.985651255058609	-0.524634517028178	12.4087698978831	5.29000499273207e-09	3.50495913373192e-07	11.0651304607902
NM_018124_3705	NM_018124_3705	RFWD3	0.937946802773795	-1.00033267290224	12.4063372877933	5.30355658393646e-09	3.50495913373192e-07	11.0625192949039
BC012204_285	BC012204_285	FNDC3B.1	0.636359494680541	-0.366190586734345	12.4007277630598	5.33494721092153e-09	3.50925749107131e-07	11.0564962554795
NM_024552_297	NM_024552_297	LASS4	-0.988900279841573	0.510088388074022	-12.4000203819713	5.33891970269896e-09	3.50925749107131e-07	11.0557365532877
NM_014365_1581	NM_014365_1581	HSPB8.1	-2.55408493270807	1.1959161727097	-12.3904824174043	5.39279131673019e-09	3.53511279846033e-07	11.0454892791126
BC014203_850	BC014203_850	FAM101B	0.887386002115147	-0.378058595617822	12.3761194322061	5.47500987565794e-09	3.5793612950538e-07	11.0300446644656
NM_152903_2249	NM_152903_2249	KBTBD6	0.795284023558738	-0.265201223674937	12.3696259917151	5.51261758097675e-09	3.5938483910286e-07	11.0230568931704
NM_018030_2092	NM_018030_2092	OSBPL1A	-1.14832459221268	0.47258752584629	-12.3666729314989	5.5298115394584e-09	3.5938483910286e-07	11.0198779241359
NM_144998_302	NM_144998_302	STRA13	1.12204508913892	-0.0401449811119002	12.3630629857113	5.55090774728665e-09	3.5938483910286e-07	11.0159908839368
NM_005884_2759	NM_005884_2759	PAK4	-0.681320392863231	0.398340915536429	-12.3621462394259	5.55627876244553e-09	3.5938483910286e-07	11.0150036058562
AF479613_137	AF479613_137	MT1M	0.969820556070845	2.59897297491477	12.3521851301572	5.61499665654492e-09	3.62219412963322e-07	11.0042718430053
BC020685_186	BC020685_186	DSG2	1.04996670486902	0.55617808727553	12.3442126964948	5.66246772684783e-09	3.64315383907247e-07	10.9956769675641
NM_001096_3150	NM_001096_3150	ACLY	1.1039821548207	0.254346548931378	12.3332937777432	5.72817778947776e-09	3.67570669762794e-07	10.9838974099482
NM_153219_953	NM_153219_953	ZNF524	-0.823351990259828	0.650484571387065	-12.2938173702603	5.9726021634657e-09	3.82246538461805e-07	10.9412306355456
NM_025087_2101	NM_025087_2101	FLJ21511	-1.58710532241862	2.11011425792809	-12.2874392330587	6.01312422520264e-09	3.83829871802961e-07	10.9343254265213
BC015446_502	BC015446_502	CCDC64B	-1.3375472011513	0.806187536839999	-12.2804141456019	6.0580954540326e-09	3.85688171314327e-07	10.9267160598799
NM_002089_495	NM_002089_495	CXCL2	1.73155666328296	0.941481440279768	12.2677176011498	6.14028333204723e-09	3.89899975549317e-07	10.9129535696537
NM_001188_1296	NM_001188_1296	BAK1	0.85653252911304	0.986025650979619	12.2533602336285	6.23465421323884e-09	3.94861433505127e-07	10.8973753362164
NM_016565_602	NM_016565_602	CHCHD8	1.0615480486192	-0.215624655132213	12.2406928373152	6.31919926501885e-09	3.98506121570227e-07	10.8836171112314
NM_018451_4093	NM_018451_4093	CENPJ	1.06858237748227	-0.938525929204476	12.2398342283017	6.32497380452745e-09	3.98506121570227e-07	10.8826841005693
NM_001305_1462	NM_001305_1462	CLDN4	-1.59418218612844	0.824361666705569	-12.2345236626544	6.36081482774124e-09	3.98832306889345e-07	10.8769120443929
AK002014_1870	AK002014_1870	C6orf70	0.92795662904165	0.112376837645586	12.2342083541965	6.36294963293857e-09	3.98832306889345e-07	10.8765692645221
NM_152329_852	NM_152329_852	PPIL5	1.84961195614863	-0.440495715854719	12.2285645137695	6.40129069157011e-09	3.99918766262913e-07	10.8704323554795
NM_005204_2317	NM_005204_2317	MAP3K8	-1.67694052877841	0.505847190836399	-12.2268230196195	6.41317100503849e-09	3.99918766262913e-07	10.8685382024768
NM_015657_7520	NM_015657_7520	ABCA12	-1.61535554443245	1.40041705946086	-12.2233550691194	6.43689900244892e-09	4.00371825420864e-07	10.8647655289016
NM_003258_197	NM_003258_197	TK1	2.03500939316383	-0.884830065991874	12.191624131677	6.65839423146488e-09	4.12069572930912e-07	10.8302016501338
NM_030575_1231	NM_030575_1231	GLTPD1	-0.777726481558136	0.910037703989165	-12.1915593662521	6.65885452968127e-09	4.12069572930912e-07	10.8301310197417
NM_019610_2471	NM_019610_2471	CCBL2	0.932308000031615	-0.800182213248297	12.1799704500793	6.74176657629438e-09	4.16141530800709e-07	10.8174872123523
NM_030934_3201	NM_030934_3201	C1orf25	0.628510477956028	-0.274685512458603	12.1636438327734	6.86044363628546e-09	4.22394909454335e-07	10.7996560964429
NM_002273_1433	NM_002273_1433	KRT8	1.64228742358472	-1.54033476099296	12.1577998666171	6.90346172924605e-09	4.23511712578428e-07	10.793268384185
NM_144578_2011	NM_144578_2011	MAPK1IP1L.1	1.03503951557267	-0.207699050422822	12.1564538176629	6.91341076865279e-09	4.23511712578428e-07	10.7917967028328
NM_022338_1700	NM_022338_1700	C11orf24	1.45444665814353	-0.0541102751360757	12.1349718731558	7.07427227596132e-09	4.32277140078843e-07	10.7682899453842
NM_001034_1623	NM_001034_1623	RRM2	3.5665751391258	-1.79520838870029	12.1196602357244	7.19135831953485e-09	4.38330411857362e-07	10.7515122920632
NM_007204_2825	NM_007204_2825	DDX20	0.622991012658871	-0.0395919734643024	12.1054920488536	7.30153882665053e-09	4.43933560660352e-07	10.7359706368661
NM_148914_470	NM_148914_470	ABHD11.1	1.0374435052837	-0.304622310778527	12.1009628080024	7.33713883908224e-09	4.44985577472519e-07	10.7309988925013
NM_003051_2820	NM_003051_2820	SLC16A1	0.884076349001874	-0.153182418570098	12.0961319006019	7.37531364506362e-09	4.46188128974993e-07	10.7256941718566
NM_024636_1893	NM_024636_1893	STEAP4	-1.75209027565301	1.27749918569206	-12.0872584822679	7.44598499941074e-09	4.49345794505383e-07	10.71594550861
XM_031561_515	XM_031561_515	C15orf23	1.33657890770587	-0.0275401290656219	12.08131643099	7.49371246822527e-09	4.51106651552571e-07	10.7094137710219
NM_182578_1059	NM_182578_1059	THEM5	-1.36536828445619	0.55342773093637	-12.0752436845161	7.54282625531509e-09	4.52942060566082e-07	10.7027353971193
NM_016395_962	NM_016395_962	PTPLAD1.1	0.882667164190178	-0.836275294179129	12.0717836800257	7.57096239443206e-09	4.53511836040856e-07	10.6989289868498
NM_025198_1250	NM_025198_1250	MTERFD3	1.06112922080759	-0.821167379608396	12.0685970603833	7.59697423447972e-09	4.53951875632793e-07	10.6954224685691
AL137614_475	AL137614_475	ANKRD16	1.00130399999087	-0.294936928026427	12.0563492296597	7.69783996058874e-09	4.58851636866466e-07	10.6819373902793
NM_002624_547	NM_002624_547	PFDN5	-0.951726886266042	0.175241893178953	-12.0523435977496	7.73113642644956e-09	4.59709628095974e-07	10.6775244609224
XM_290592_4453	XM_290592_4453	HIP1R	-1.17944904582898	1.23743251495305	-12.0440821844527	7.80029371080558e-09	4.62690592797053e-07	10.6684188762903
NM_005826_888	NM_005826_888	HNRNPR.1	1.3217001266705	-0.260655493515395	12.0346455181466	7.88009552200148e-09	4.66286917506268e-07	10.6580111186213
NM_000299_2516	NM_000299_2516	PKP1	-1.68108088473181	1.97395448747106	-12.0224264079873	7.98472043525481e-09	4.71331070352905e-07	10.6445237528189
NM_012302_5375	NM_012302_5375	LPHN2	-1.57445312471063	0.20388419110547	-12.0104037856574	8.08910685916391e-09	4.76277660371341e-07	10.6312413213091
NM_025126_1431	NM_025126_1431	RNF34.1	0.603231254627016	-0.168230991081782	12.0082811328974	8.10768714612398e-09	4.76277660371341e-07	10.6288950109868
NM_007262_199	NM_007262_199	PARK7	1.05436267303063	0.106991465093022	12.0021120630944	8.16194533664599e-09	4.78309664065616e-07	10.6220738241315
NM_003201_1011	NM_003201_1011	TFAM	0.928190184178546	-0.411664187261156	11.9577803385361	8.56340076682213e-09	4.99429032731689e-07	10.5729637789036
XM_058681_804	XM_058681_804	DEGS2	-0.75381357871911	0.175296741917734	-11.944359076261	8.68904393513214e-09	5.05544374407688e-07	10.5580639247964
NM_005192_302	NM_005192_302	CDKN3	1.56881301274504	-0.717796829174156	11.9361902902056	8.7664751774145e-09	5.08832163042293e-07	10.5489879077346
AL137506_2472	AL137506_2472	ELOVL7	-1.78516841103335	1.35275896683532	-11.9083666507473	9.03577049171644e-09	5.23214138948914e-07	10.5180326645423
NM_172390_2889	NM_172390_2889	NFATC1.1	0.80350805449588	0.641955823871942	11.9049151866689	9.06978476241558e-09	5.23936259909613e-07	10.5141882525348
BC042589_2514	BC042589_2514	HIST1H2BD	-1.2900595657903	0.51530320427698	-11.8996627424117	9.12180942986328e-09	5.25692903635723e-07	10.5083359197936
NM_012177_1138	NM_012177_1138	FBXO5	1.45969073011634	-1.52729947273159	11.8888553430508	9.22985656879298e-09	5.30662202725875e-07	10.4962869759794
NM_017755_2352	NM_017755_2352	NSUN2	1.04629643319307	-0.382507557212358	11.8808331952692	9.31093833656398e-09	5.31895558795156e-07	10.4873369639674
NM_175880_715	NM_175880_715	MGC27345	0.848908447134026	-0.712108903902067	11.8803996138019	9.31534218135477e-09	5.31895558795156e-07	10.4868530805396
NM_004663_794	NM_004663_794	RAB11A	-1.06805213099455	1.38166727874274	-11.880244267179	9.31692056113226e-09	5.31895558795156e-07	10.4866797075639
NM_134269_2895	NM_134269_2895	SMTN.2	1.58918040761934	1.10379071706315	11.8732362519469	9.38842142806448e-09	5.3472226962653e-07	10.4788563931238
NM_002969_1313	NM_002969_1313	MAPK12	0.754267150845492	-0.648515226844416	11.8634779792669	9.48895650074486e-09	5.39185565649802e-07	10.4679560382243
NM_025267_1458	NM_025267_1458	AARSD1	1.0297034411038	-0.180436497563794	11.8587591620313	9.53798266344675e-09	5.40708014860198e-07	10.4626820918272
XM_031553_3298	XM_031553_3298	SR140.1	0.881119221502769	-0.375009656955047	11.8492791558175	9.63729167907892e-09	5.45067287523719e-07	10.452081219222
NM_181425_1103	NM_181425_1103	FXN.1	1.16870766088309	-0.124329832443269	11.8336656872464	9.80325836829229e-09	5.53167618368604e-07	10.4346053089913
NM_020429_5688	NM_020429_5688	SMURF1	-0.915344346964662	0.516208451754344	-11.8309073302497	9.83289366343057e-09	5.53555495126462e-07	10.4315158015469
NM_031934_1603	NM_031934_1603	RAB34	0.763992692679019	-0.138991527912536	11.824116732602	9.90625755993137e-09	5.56397653250649e-07	10.4239072512538
NM_018343_1603	NM_018343_1603	RIOK2	0.743821874658246	-0.130470232716712	11.8140329420472	1.00162767796138e-08	5.59871477149306e-07	10.4126016941815
NM_020143_1078	NM_020143_1078	PNO1.1	1.35748600763295	-0.0970512849937439	11.8109688418999	1.0049964621615e-08	5.59871477149306e-07	10.4091646523257
NM_019852_1711	NM_019852_1711	METTL3	0.764742512359103	-0.286887028419657	11.8101677201255	1.00587923135079e-08	5.59871477149306e-07	10.4082658933456
NM_002860_2788	NM_002860_2788	ALDH18A1	1.04645151731105	-1.01278376398631	11.8083929820378	1.00783778382666e-08	5.59871477149306e-07	10.4062746659467
NM_145231_469	NM_145231_469	C14orf143	0.682888303659525	-0.195842307442167	11.8079555330482	1.00832116361594e-08	5.59871477149306e-07	10.4057838146101
NM_001829_3595	NM_001829_3595	CLCN3	-0.754456807722729	0.342484838360487	-11.7984227355633	1.0189163635837e-08	5.64465739461402e-07	10.3950832897362
XM_166243_3045	XM_166243_3045	POLD3.1	0.757946804740925	-0.78441985274025	11.7753752834745	1.04502483941513e-08	5.77613729422183e-07	10.3691810236968
NM_152485_1462	NM_152485_1462	C1orf74	1.12197426834931	1.01098090699249	11.7726062655976	1.04820919176734e-08	5.78060035006389e-07	10.366066004151
NM_013384_1982	NM_013384_1982	LASS2	1.10084809176586	-0.708761503456095	11.7684697865874	1.05298535941058e-08	5.79380179657586e-07	10.361411447803
NM_018424_3211	NM_018424_3211	EPB41L4B	-1.87217110553443	1.34467132812683	-11.7652489986905	1.05672025936126e-08	5.80122724778013e-07	10.3577862691429
NM_016391_892	NM_016391_892	HSPC111	1.36431488282398	0.553879495059265	11.7626990375734	1.05968724911443e-08	5.80441304019435e-07	10.3549155226459
NM_172363_940	NM_172363_940	HMGB1.4	1.7935777204974	-0.872154060097687	11.7553320545596	1.06830894998384e-08	5.83848846373189e-07	10.3466186864014
NM_003273_1193	NM_003273_1193	TM7SF2	-1.77968032305932	0.59629283657517	-11.7436304389995	1.08215731051409e-08	5.89385530176992e-07	10.3334306716153
AJ314646_8262	AJ314646_8262	RAB11FIP4	-0.856390008368451	0.181558110878835	-11.74247850594	1.08353086308425e-08	5.89385530176992e-07	10.3321317876808
XM_095991_1688	XM_095991_1688	CEP78	0.950880301425304	-0.690080416766964	11.7398371595118	1.0866873833998e-08	5.89385530176992e-07	10.3291530633484
NM_015169_1318	NM_015169_1318	RRS1	1.31970890019711	0.257694421003836	11.7386296648939	1.08813364740736e-08	5.89385530176992e-07	10.3277911392471
NM_018049_1045	NM_018049_1045	PLEKHJ1	0.796359824463544	-0.193958450962193	11.7251567179735	1.10441034132813e-08	5.95975654508742e-07	10.3125867235429
NM_032856_1307	NM_032856_1307	WDR73	0.953807414924488	-0.0493977643380215	11.7245071819768	1.10520156325429e-08	5.95975654508742e-07	10.3118533238804
NM_017615_988	NM_017615_988	NSMCE4A	1.00764110091588	-0.429244911125418	11.7216431278953	1.10869756395932e-08	5.96202043387346e-07	10.3086190557398
NM_018844_66	NM_018844_66	BCAP29	0.654938620393126	0.433787458881913	11.7196725779479	1.11110974171192e-08	5.96202043387346e-07	10.3063933838537
NM_021824_1275	NM_021824_1275	NIF3L1	0.810784946340134	-0.21880508891971	11.7181512381494	1.11297585402078e-08	5.96202043387346e-07	10.304674854716
BC013119_2922	BC013119_2922	SIPA1L2	-1.23406705582184	-0.730746485207949	-11.7128995426988	1.11944337468065e-08	5.98348634554578e-07	10.2987409475892
NM_005563_661	NM_005563_661	STMN1	2.54241930158363	-2.42689065839136	11.6822871727051	1.15794737567997e-08	6.17571933695982e-07	10.2641052571802
NM_001102_3249	NM_001102_3249	ACTN1	1.41822802670169	0.844781261981011	11.6607610524982	1.1858650713739e-08	6.31077429667685e-07	10.2397021809785
NM_001920_925	NM_001920_925	DCN	-0.990653573772725	-2.24456807915327	-11.6533720100293	1.19561243433889e-08	6.34875423648947e-07	10.2313164718141
NM_032026_366	NM_032026_366	TATDN1	0.649782430614826	0.275901519855839	11.6472520302523	1.2037502236882e-08	6.37804040089261e-07	10.2243674665751
NM_002482_2074	NM_002482_2074	NASP	1.53678855962241	-1.66621946469516	11.6263839391879	1.23194462498337e-08	6.49934123506108e-07	10.2006484232852
NM_181441_562	NM_181441_562	MRPL55	0.713109351159498	0.0211945819390437	11.6263517790378	1.23198861404735e-08	6.49934123506108e-07	10.2006118406748
NM_013300_1227	NM_013300_1227	C12orf24	1.18744951846417	-1.64104509789602	11.6216218759228	1.2384764651991e-08	6.51942589472771e-07	10.1952305447575
NM_001826_463	NM_001826_463	CKS1B	1.75732609480102	-0.806942103296939	11.6177651314655	1.24379353206474e-08	6.53327401723854e-07	10.1908412357479
NM_032466_2322	NM_032466_2322	ASPH.3	1.59055419351978	-1.11629181820902	11.6095869233842	1.25514885196168e-08	6.578711224075e-07	10.1815294998403
NM_017953_2511	NM_017953_2511	C1orf181	0.807031316686029	-0.03191757502901	11.5912561573889	1.28100338543732e-08	6.69978544813671e-07	10.1606371318375
NM_174932_1113	NM_174932_1113	BPIL2	-1.32034853112072	0.673704468078422	-11.5883214256561	1.28519500027172e-08	6.70728377824211e-07	10.1572896044037
NM_006082_264	NM_006082_264	TUBA1B	1.666885254538	-0.155857352372137	11.5836325250782	1.29192236162357e-08	6.72795542498615e-07	10.1519396285801
NM_018103_2899	NM_018103_2899	LRRC8D.2	0.876868945454308	-0.125843839421392	11.5774658870743	1.30082697388063e-08	6.75985299247369e-07	10.1449006870562
NM_000411_6291	NM_000411_6291	HLCS.3	0.948000065178092	-0.688403612265058	11.5742640726368	1.30547611457261e-08	6.76954778388184e-07	10.1412446651156
AL122071_2400	AL122071_2400	SLC16A9	1.34105238623382	0.160495736327606	11.5678412880692	1.31485558188229e-08	6.80367824497387e-07	10.1339080799246
AK096403_1986	AK096403_1986	EMP2	-1.17805263803407	-0.655903885300363	-11.55770934478	1.32979771162281e-08	6.8663864854919e-07	10.1223273707526
NM_032847_942	NM_032847_942	C8orf76.1	0.646164596264221	0.131887470084253	11.5458287219857	1.34754911282753e-08	6.94330390338252e-07	10.1087366294593
AJ277587_4820	AJ277587_4820	SPIRE1	-1.69401813918131	0.777906859065736	-11.5358005972651	1.36272878130168e-08	7.00667314191479e-07	10.0972555258352
NM_006431_1526	NM_006431_1526	CCT2	1.3101334749738	-0.189218664321398	11.5329800587193	1.3670309531388e-08	7.0139647215898e-07	10.0940247478041
NM_032525_1734	NM_032525_1734	TUBB6	1.80665174872257	1.8806342998598	11.5240705219487	1.38071583579222e-08	7.06926507925614e-07	10.0838148107332
NM_004868_9	NM_004868_9	GPSN2	-1.1244617590386	0.677771248207341	-11.5184972070335	1.38935037012974e-08	7.09337389159168e-07	10.0774245337553
AK024270_2341	AK024270_2341	KLHL24	-0.869316357800559	-0.4708469043131	-11.5169659690797	1.39173270568354e-08	7.09337389159168e-07	10.0756683674631
NM_020235_3299	NM_020235_3299	BBX.1	0.829764577433188	-0.637933983843919	11.5153993160191	1.39417463823225e-08	7.09337389159168e-07	10.073871372982
NM_004450_626	NM_004450_626	ERH	1.22041017129713	-0.53002614498453	11.5096690490881	1.40314526076836e-08	7.12411121960054e-07	10.0672967808553
AK090846_2938	AK090846_2938	TWISTNB	0.797464840073504	-0.296261494432137	11.497233936715	1.42282403991963e-08	7.20897513559281e-07	10.0530195947833
NM_004633_1214	NM_004633_1214	IL1R2	1.54451381986525	1.71996496382639	11.4685228371952	1.46938989966928e-08	7.4219681174502e-07	10.0200039090711
NM_006023_1124	NM_006023_1124	CDC123	0.836318319059748	0.047208933702847	11.4675682343345	1.47096572064597e-08	7.4219681174502e-07	10.0189049490464
NM_032390_1193	NM_032390_1193	MKI67IP	0.806247848922439	0.11178819181825	11.4459475645964	1.50714188478223e-08	7.58875582565299e-07	9.99399341106906
NM_012275_2573	NM_012275_2573	IL1F5	-2.98311417100808	1.90106017594306	-11.4403497485036	1.51666167203585e-08	7.60217142793964e-07	9.9875368854246
NM_032336_698	NM_032336_698	GINS4.1	1.85898400807856	-0.974047578466691	11.4397437494564	1.51769607904029e-08	7.60217142793964e-07	9.98683776088537
NM_145037_2703	NM_145037_2703	FAM55C	0.79216557624967	-0.085754346712993	11.4385517734846	1.5197329063934e-08	7.60217142793964e-07	9.98546251684186
NM_018446_1455	NM_018446_1455	GLT8D1	0.680528804804254	-0.22959890768973	11.4370461639596	1.52230982130206e-08	7.60217142793964e-07	9.9837252395701
NM_022460_2036	NM_022460_2036	HS1BP3.1	-0.854379808078073	0.385798658900792	-11.4335556774523	1.52830182952972e-08	7.61645501929563e-07	9.97969690813306
NM_005701_1230	NM_005701_1230	SNUPN	0.835266320744557	-0.296606476470197	11.4242526099269	1.54439496343803e-08	7.66921513082297e-07	9.96895512018921
